State,Number,Summary,Bill Type,Penalties,Date,Status,Youth State Risk,Adult State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,Bill ID,PDF,Bill PDF,Targets Gender Identity,Targets Sexual Orientation,Targets Minors,Targets Adults,Trans Exclusionary Sex Definiition?,🔐 Softr Record ID
Oklahoma,SB228,Covenant marriage; creating the Covenant Marriage Act of Oklahoma; establishing requirements for entering covenant marriage; providing tax credit for covenant marriage. Effective date. Emergency.,Same-Sex Marriage Discrimination,,2025-02-19,Coauthored by Senator Jett,Worst,Worst,Covenant marriages,https://legiscan.com/OK/bill/SB228/2025,"Dusty Deevers, Shane Jett",Hearing 2025-02-19 13:30 Room 4S.9 ,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Deevers, S 2025-02-04 Second Reading referred to Judiciary Committee then to Revenue and Taxation Committee, S 2025-02-19 Failed in Committee - Judiciary, S 2025-02-19 Coauthored by Senator Jett.... see more on LegiScan",Roll Over,3f0d2c4ce9b265cd8a75af690ed4fe72,1900298,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB228%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB228%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB228%20INT.PDF",,,Y,,Y,None,6Z6WQXe3jnc7RiXZBRLWns
Oklahoma,SB348,Schools; directing responsibility for content of all instructional materials; requiring adoption of policy for objections to use of specific materials. Effective date. Emergency.,Censorship: Book Ban: K12 / Don't Say Trans: K12 / Don't Say Systemic Biases: K12 / Pronoun Ban / Discrimination in Education,,2025-02-04,Second Reading referred to Education,Worst,Worst,"No systemic bias explanation content; textbooks must teach ""immutable biological sex"" and that pronouns must correspond with it",https://legiscan.com/OK/bill/SB348/2025,Micheal Bergstrom,,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Bergstrom, S 2025-02-04 Second Reading referred to Education.... see more on LegiScan",Roll Over,482df2c391573043fc8cf757c504890d,1901224,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB348%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB348%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB348%20INT.PDF",,Y,,Y,,Biological Sex,F7HKezDkmibT7BY2HPgZPF
Oklahoma,SB413,Schools; creating the Oklahoma Sexual Education Reform and Parental Rights Protection Act; requiring written consent for a student to participate in certain instruction. Effective date. Emergency.,Opt-In LGBTQ Education,,2025-02-04,Second Reading referred to Education,Worst,Worst,SOGI directly included,https://legiscan.com/OK/bill/SB413/2025,Shane Jett,,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Jett, S 2025-02-04 Second Reading referred to Education.... see more on LegiScan",Roll Over,f16c920fcfb6218f9cbed81dea1a8f9a,1903480,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB413%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB413%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB413%20INT.PDF",,Y,Y,Y,,Binary Sex / Biological Sex,LqfyfKRzrhZhaxDHNvs1KN
Oklahoma,SB418,Department of Corrections; requiring certain designation for certain persons. Effective date.,Trans Bathroom Ban / Prison Placement Ban,,2025-05-14,Approved by Governor 05/13/2025,Worst,Worst,"The prisoners portion of one of IWV's ""Stand with Women Act"" bills",https://legiscan.com/OK/bill/SB418/2025,"Julie Daniels, Toni Hasenbeck, David Bullard, Warren Hamilton, Shane Jett, Dusty Deevers, Julie McIntosh","Hearing 2025-02-11 09:00 Room 230 , Hearing 2025-04-09 09:00 Room 450, Hearing 2025-04-17 10:30 Room 4s5","S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Daniels, S 2025-02-04 Second Reading referred to Public Safety, S 2025-02-11 Reported Do Pass, amended by committee substitute Public Safety committee; CR filed, S 2025-02-11 Coauthored by Senator Jett, S 2025-02-13 Placed on General Order, S 2025-03-04 Coauthored by Representative Hasenbeck (principal House author), S 2025-03-10 General Order, Considered, S 2025-03-10 Measure passed: Ayes: 39 Nays: 8, S 2025-03-10 Referred for engrossment, S 2025-03-10 Coauthored by Senator McIntosh, S 2025-03-10 Coauthored by Senator Bullard, S 2025-03-10 Coauthored by Senator Deevers, S 2025-03-10 Coauthored by Senator Hamilton, S 2025-03-11 Engrossed to House, H 2025-03-11 First Reading, H 2025-04-01 Second Reading referred to Judiciary and Public Safety Oversight, H 2025-04-01 Referred to Public Safety, H 2025-04-09 Policy recommendation to the Judiciary and Public Safety Oversight committee; Do Pass Public Safety, H 2025-04-17 CR; Do Pass Judiciary and Public Safety Oversight Committee.... see more on LegiScan",Enacted,fd9ca1c79ff9f180db197e05f63034e1,1903547,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB418%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB418%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20FLR/SFLR/SB418%20SFLR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB418%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20FLR/SFLR/SB418%20SFLR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20COMMITTEE%20SUBS/SCS/SB418%20CS.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20ENGR/SB/SB418%20ENGR.PDF",,Y,,,Y,None,SGEc3xXxSMztANQiUZcp3A
Oklahoma,SB550,Crimes and punishment; making certain acts unlawful. Emergency.,Censorship: Drag Ban,Criminal: Felony / Criminal: Misdemeanor,2025-02-20,Coauthored by Senator Bullard,Worst,Worst,,https://legiscan.com/OK/bill/SB550/2025,"Dusty Deevers, Kevin West, David Bullard, Warren Hamilton, Shane Jett",Hearing 2025-02-11 09:00 Room 230 ,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Deevers, S 2025-02-04 Second Reading referred to Public Safety, S 2025-02-10 Coauthored by Representative West (Kevin) (principal House author), S 2025-02-11 Reported Do Pass Public Safety committee; CR filed, S 2025-02-11 Coauthored by Senator Hamilton, S 2025-02-11 Coauthored by Senator Jett, S 2025-02-13 Placed on General Order, S 2025-02-20 Coauthored by Senator Bullard.... see more on LegiScan",Roll Over,5dad7bcd83317145af1f884fdafbff39,1915321,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB550%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB550%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20FLR/SFLR/SB550%20SFLR.PDF, http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20FLR/SFLR/SB550%20SFLR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB550%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20FLR/SFLR/SB550%20SFLR.PDF",,Y,,Y,Y,None,MpEHZ7SJGr4odUYbNZoZbf
Oklahoma,SB591,Education; creating the Free to Speak Act; prohibiting public school and certain institution of higher learning employees from addressing certain students in certain manner. Effective date. Emergency.,Pronoun Ban,Civil: Liability,2025-02-04,Second Reading referred to Education,Worst,Worst,,https://legiscan.com/OK/bill/SB591/2025,Dusty Deevers,,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Deevers, S 2025-02-04 Second Reading referred to Education.... see more on LegiScan",Roll Over,16ce7280d400e9ae3c1dc79706f55b4d,1917507,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB591%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB591%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB591%20INT.PDF",,Y,,Y,Y,Gametes / Binary Sex / Genetics / Physiology / Birth Certificate,YGeDu8t5AHrjpkrZgAKg95
Oklahoma,SB658,Oklahoma Children's Code; prohibiting certain actions by the Department of Human Services in relation to adoptive and foster parents. Effective date.,Child Custody Bill,,2025-05-13,Approved by Governor 05/10/2025,Worst,Worst,Foster parents' sincerely held religious beliefs re: SOGI won't affect custody,https://legiscan.com/OK/bill/SB658/2025,"Julie Daniels, Denise Hader, Mark Lepak, Brian Hill, Stacy Jo Adams, Cody Maynard, Gabe Woolley, Micheal Bergstrom, Warren Hamilton, Shane Jett","Hearing 2025-02-10 13:30 Room 535 , Hearing 2025-04-09 15:00 Room 4s5, Hearing 2025-04-21 15:00 Room 206","S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Daniels, S 2025-02-04 Second Reading referred to Health and Human Services, S 2025-02-10 Reported Do Pass Health and Human Services committee; CR filed, S 2025-02-12 Placed on General Order, S 2025-02-13 Coauthored by Senator Hamilton, S 2025-02-20 Coauthored by Representative CrosswhiteHader (principal House author), S 2025-02-26 General Order, Considered, S 2025-02-26 Measure passed: Ayes: 38 Nays: 7, S 2025-02-26 Referred for engrossment, S 2025-02-26 Coauthored by Senator Jett, S 2025-02-27 Engrossed to House, H 2025-02-27 First Reading, H 2025-04-01 Second Reading referred to Health and Human Services Oversight, H 2025-04-01 Referred to Children, Youth and Family Services, H 2025-04-10 Policy recommendation to the Health and Human Services Oversight committee; Do Pass Children, Youth and Family Services, H 2025-04-10 Coauthored by Senator(s) Bergstrom, H 2025-04-21 CR; Do Pass Health and Human Services Oversight Committee, H 2025-04-21 Coauthored by Representative(s) Hill, H 2025-05-06 General Order, H 2025-05-06 Coauthored by Representative(s) Maynard, Adams, Lepak, Woolley, H 2025-05-06 Third Reading, Measure passed: Ayes: 68 Nays: 19, H 2025-05-06 Signed, returned to Senate, S 2025-05-06 Referred for enrollment, S 2025-05-07 Enrolled, to House, H 2025-05-07 Signed, returned to Senate, S 2025-05-07 Sent to Governor, S 2025-05-13 Approved by Governor 05/10/2025.... see more on LegiScan",Enacted,6c3bd00db9454f7076a77a0b0b75fc37,1918893,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB658%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB658%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20FLR/SFLR/SB658%20SFLR.PDF, http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20FLR/SFLR/SB658%20SFLR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB658%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20FLR/SFLR/SB658%20SFLR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20ENGR/SB/SB658%20ENGR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20FLR/HFLR/SB658%20HFLR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20ENR/SB/SB658%20ENR.PDF",,Y,Y,Y,,None,MtD9Rr4MVT3H6HmKTM6dgR
Oklahoma,SB665,"Freedom of conscience; creating the Medical Ethics Defense Act; granting certain rights and protections to certain medical practitioners, healthcare institutions, or healthcare payers. Effective date.",Religious Exemptions: Medical,,2025-02-04,Second Reading referred to Health and Human Services,Worst,Worst,Alliance Defending Freedom's Medical Ethics Defense Act,https://legiscan.com/OK/bill/SB665/2025,Shane Jett,,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Jett, S 2025-02-04 Second Reading referred to Health and Human Services.... see more on LegiScan",Roll Over,338f3290d0024ecda4f32f32eaafc5e9,1918819,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB665%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB665%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB665%20INT.PDF",,,,Y,Y,None,AShQEBqy1ZPWXQhEAWZv1k
Oklahoma,SB759,Schools; amending the Parents' Bill of Rights. Emergency.,Don't Say Gay: K12 / Don't Say Trans: K12 / Censorship: Book Ban: K12 / Opt-In LGBTQ Education,Civil: Liability,2025-02-05,Coauthored by Senator Bergstrom,Worst,Worst,Changes existing statute from opt-out to opt in sexuality instruction; Adds teacher training requirement Re: Parents' Bill of Rights; adds right to review books in schools; specified therapy by unlicensed individuals not allowed; specifies schools and school districts are included among govt. entities,https://legiscan.com/OK/bill/SB759/2025,"Dana Prieto, Micheal Bergstrom",,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Prieto, S 2025-02-04 Second Reading referred to Education, S 2025-02-05 Coauthored by Senator Bergstrom.... see more on LegiScan",Roll Over,87f823cca4c6c1d00e7d7cc07f2675b0,1920676,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB759%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB759%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB759%20INT.PDF",,,,Y,,None,D5zrf19SvnbkWg7bd23tCe
Oklahoma,SB796,"Higher education; prohibiting certain activities related to diversity, equity, and inclusion. Effective date. Emergency.",DEI Ban,Civil: Withhold Funds,2025-05-13,Approved by Governor 05/10/2025,Worst,Worst,"includes prohibition of funding being contingent on a person disclosing their pronouns,",https://legiscan.com/OK/bill/SB796/2025,"Adam Pugh, Denise Hader, Chad Caldwell, Kevin West, Cody Maynard, Jonathan Wilk, Nicole Miller, Stacy Jo Adams, David Bullard, Warren Hamilton, Shane Jett, Kelly Hines","Hearing 2025-03-04 10:00 Room 535 , Hearing 2025-04-08 10:30 Room 450, Hearing 2025-04-16 09:00 Room 4s5","S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Pugh, S 2025-02-04 Second Reading referred to Education, S 2025-03-04 Reported Do Pass Education committee; CR filed, S 2025-03-06 Placed on General Order, S 2025-03-17 Coauthored by Representative CrosswhiteHader (principal House author), S 2025-03-27 General Order, Considered, S 2025-03-27 Coauthored by Senator Bullard, S 2025-03-27 Coauthored by Senator Hines, S 2025-03-27 Coauthored by Senator Jett, S 2025-03-27 Measure and Emergency passed: Ayes: 39 Nays: 8, S 2025-03-27 Referred for engrossment, S 2025-03-31 Engrossed to House, H 2025-03-31 First Reading, H 2025-04-01 Second Reading referred to Education Oversight, H 2025-04-01 Referred to Postsecondary Education, H 2025-04-08 Policy recommendation to the Education Oversight committee; Do Pass Postsecondary Education, H 2025-04-08 Coauthored by Representative(s) Wilk, H 2025-04-08 Coauthored by Senator(s) Hamilton, H 2025-04-16 CR; Do Pass Education Oversight Committee, H 2025-05-06 General Order, H 2025-05-06 Coauthored by Representative(s) Maynard, Adams, West (Kevin), Caldwell (Chad), H 2025-05-06 Third Reading, Measure and Emergency passed: Ayes: 77 Nays: 18; Ayes: 76 Nays: 17, H 2025-05-06 Signed, returned to Senate, S 2025-05-06 Referred for enrollment, S 2025-05-06 Coauthored by Representative Miller, S 2025-05-07 Enrolled, to House, H 2025-05-07 Signed, returned to Senate, S 2025-05-07 Sent to Governor, S 2025-05-13 Approved by Governor 05/10/2025.... see more on LegiScan",Enacted,5ed5c21eae90604cd5486e2b434f2e06,1921296,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB796%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB796%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB796%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20FLR/SFLR/SB796%20SFLR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20ENGR/SB/SB796%20ENGR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20FLR/HFLR/SB796%20HFLR.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20ENR/SB/SB796%20ENR.PDF",,Y,,,Y,None,NAB5LPwE4QvEqJJg2RqomX
Oklahoma,SB845,"Higher education; directing institution of higher education governing boards to ensure certain actions related to diversity, equity, and inclusion do not occur. Effective date. Emergency.",DEI Ban,,2025-02-04,Second Reading referred to Education,Worst,Worst,Directly enumerates SOGI among things to avoid training related to.,https://legiscan.com/OK/bill/SB845/2025,Lisa Standridge,,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Standridge, S 2025-02-04 Second Reading referred to Education.... see more on LegiScan",Roll Over,da30befd8491ddd198499c039796dd1c,1925148,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB845%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB845%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB845%20INT.PDF",,Y,Y,,Y,None,8hdAiaS7SwrbzgShYQiDHP
Oklahoma,SB846,"Higher education; creating the Stop DEI Act; prohibiting an institution of higher education from requiring, soliciting, or incentivizing participation in certain practices or content. Effective date. Emergency.",DEI Ban,,2025-02-04,Second Reading referred to Education,Worst,Worst,"Directly indicates gender identity, and gender diversity as things to avoid",https://legiscan.com/OK/bill/SB846/2025,Lisa Standridge,,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Standridge, S 2025-02-04 Second Reading referred to Education.... see more on LegiScan",Roll Over,120d10c9535b0c2b8f8791b913b69652,1922554,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB846%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB846%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB846%20INT.PDF",,Y,,,Y,None,LctNVctxCpSSm2yMr8qCkB
Oklahoma,SB847,Schools; prohibiting a school district or charter school from compelling use of certain pronoun; providing for monitoring of compliance. Effective date. Emergency.,Pronoun Ban / Forced Misgendering / Censorship: Book Ban,Civil: Liability / Civil: Withhold Funds,2025-02-05,Coauthored by Representative Woolley (principal House author),Worst,Worst,No refering to anyone in the school district by anything other than their AGAB.  (Unclear if that includes fiction in library),https://legiscan.com/OK/bill/SB847/2025,"David Bullard, Gabe Woolley",,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Bullard, S 2025-02-04 Second Reading referred to Education, S 2025-02-05 Coauthored by Representative Woolley (principal House author).... see more on LegiScan",Roll Over,b52e0cebd2b11654627481ed60b0e60d,1922751,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB847%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB847%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB847%20INT.PDF",,Y,,Y,Y,Biological Sex / Binary Sex / Genetics / Physiology / Birth Certificate,CaYgSPgDp8T4ovLqbGrEnm
Oklahoma,SB848,Education funding; creating the Oklahoma Independent Education Act; requiring development of plan to phase out acceptance and use of certain federal funds. Effective date. Emergency.,Discrimination in Education,,2025-02-04,Coauthored by Representative West (Kevin) (principal House author),Worst,Worst,No letting Federal funds compell anything positive about SOGI in schools,https://legiscan.com/OK/bill/SB848/2025,"David Bullard, Kevin West",,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Bullard, S 2025-02-04 Second Reading referred to Education Committee then to Appropriations Committee, S 2025-02-04 Coauthored by Representative West (Kevin) (principal House author).... see more on LegiScan",Roll Over,92196e7af94b382b12cb883287c52017,1922959,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB848%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB848%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB848%20INT.PDF",,Y,Y,Y,,Biological Sex / Sex at Birth,8vLguSFdm6RwzE6W25hnSc
Oklahoma,SB958,Health care; granting certain rights and protections to parents and legal guardians; modifying conditions for self-consent of minors. Effective date.,Forced Outing,,2025-02-26,Coauthored by Senator Grellner,Worst,Worst,Minors have no right to consent/withhold consent absent their parents/guardian's say so,https://legiscan.com/OK/bill/SB958/2025,"Julie McIntosh, David Bullard, Randy Grellner, Brian Guthrie",,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator McIntosh, S 2025-02-04 Second Reading referred to Health and Human Services, S 2025-02-13 Coauthored by Senator Bullard, S 2025-02-25 Coauthored by Senator Guthrie, S 2025-02-26 Coauthored by Senator Grellner.... see more on LegiScan",Roll Over,d0e4fd33b5ddda750ca327a4b228da86,1923574,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB958%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB958%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB958%20INT.PDF",,,,Y,,None,QFi3dKFxgVWmSkRWXrn5tr
Oklahoma,SB959,Health care; granting certain rights and protections to health care institutions and payors; prohibiting certain discrimination and adverse actions. Effective date.,Religious Exemptions: Medical,,2025-03-03,Failed in Committee - Health and Human Services,Worst,Worst,A medical Freedom of Conscience bill,https://legiscan.com/OK/bill/SB959/2025,"Julie McIntosh, David Bullard, Randy Grellner",Hearing 2025-03-03 13:30 Room 535 ,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator McIntosh, S 2025-02-04 Second Reading referred to Health and Human Services, S 2025-02-13 Coauthored by Senator Bullard, S 2025-02-26 Coauthored by Senator Grellner, S 2025-03-03 Failed in Committee - Health and Human Services.... see more on LegiScan",Roll Over,55036f90b7fd60292b08c9feeaa5b84a,1923674,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB959%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB959%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB959%20INT.PDF",,,,Y,Y,None,AFeomF2JqE5P9w23RfTFka
Oklahoma,SB977,Crimes and punishments; prohibiting lewd acts or obscene material in public place. Effective date.,Censorship: Drag Ban,,2025-02-05,Coauthored by Representative West (Kevin) (principal House author),Worst,Worst,"Looks like it was originally aimed at Pride parades and the like, but the parade and performance wording was amended out.",https://legiscan.com/OK/bill/SB977/2025,"David Bullard, Kevin West",,"S 2025-02-03 First Reading, S 2025-02-03 Authored by Senator Bullard, S 2025-02-04 Second Reading referred to Judiciary, S 2025-02-05 Coauthored by Representative West (Kevin) (principal House author).... see more on LegiScan",Roll Over,f2262ef3649b040265ba80f78e9ccfba,1923465,"http://webserver1.lsb.state.ok.us/cf_pdf/2025-26%20INT/SB/SB977%20INT.PDF, https://www3.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB977%20INT.PDF, https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SB/SB977%20INT.PDF",,,,Y,Y,None,XrMkAV8ZA9u9zH6aaaoB9R
Oklahoma,SCR8,Concurrent resolution; recognizing that marriage is between one man and one woman; calling on the Supreme Court of the United States to overturn Obergefell v. Hodges.,Anti-LGBTQ Resolution: Marriage,,2025-05-14,Remove as coauthor Senator Reinhardt,Worst,Worst,,https://legiscan.com/OK/bill/SCR8/2025,"Dusty Deevers, Jim Olsen, Danny Williams, Tom Gann, Justin Humphrey, Rick West, David Hardin, Neil Hays, Chris Banning, Derrick Hildebrant, Molly Jenkins, Gabe Woolley, Jim Shaw, Ryan Eaves, Cody Maynard, Max Wolfley, Kevin West, Micheal Bergstrom, Roland Pederson, Warren Hamilton, Randy Grellner, Christi Gillespie, Dana Prieto, Grant Green, Ally Seifried, Jack Stewart, Jerry Alvord, Tom Woods, Shane Jett, Julie McIntosh, Lisa Standridge, Avery Frix, Brian Guthrie, Kendal Sacchieri, George Burns, Dave Rader, Casey Murdock, David Bullard, Chuck Hall, Brenda Stanley, Darrell Weaver",,"S 2025-05-01 First Reading, S 2025-05-01 Authored by Senator Deevers, S 2025-05-01 Coauthored by Representative Olsen (principal House author), S 2025-05-05 Coauthored by Senator Jett, S 2025-05-05 Coauthored by Senator Alvord, Bergstrom, Bullard, Burns, Coleman, Frix, Gillespie, Green, Grellner, Guthrie, Hamilton, Haste, McIntosh, Murdock, Pederson, Prieto, Pugh, Rader, Reinhardt, Sacchieri, Seifried, Standridge, Stanley, Stewart, Weaver, Woods, S 2025-05-06 Coauthored by Representative Woolley, S 2025-05-06 Coauthored by Representative Hildebrant, S 2025-05-06 Coauthored by Representative Humphrey, S 2025-05-06 Coauthored by Representative West (Rick), S 2025-05-06 Coauthored by Representative West (Kevin), S 2025-05-06 Coauthored by Representative Eaves, S 2025-05-06 Coauthored by Representative Wolfley, S 2025-05-06 Coauthored by Representative Hardin, S 2025-05-06 Coauthored by Representative Gann, S 2025-05-06 Coauthored by Representative Williams, S 2025-05-06 Coauthored by Representative Banning, S 2025-05-06 Coauthored by Representative Shaw, S 2025-05-06 Coauthored by Representative Jenkins, S 2025-05-06 Coauthored by Representative Hays, S 2025-05-07 Coauthored by Representative Maynard, S 2025-05-07 Remove as coauthor Senator Pugh, S 2025-05-07 Coauthored by Senator Hall, S 2025-05-08 Remove as coauthor Senator Coleman, S 2025-05-12 Remove as coauthor Senator Haste, S 2025-05-14 Remove as coauthor Senator Reinhardt.... see more on LegiScan",Roll Over,6b668d04abc90a03430bb6fbe9996db3,2028010,https://www.oklegislature.gov/cf_pdf/2025-26%20INT/SRES/SCR8%20INT.PDF,,,Y,,Y,None,2P5cPSsJ4xHB1t8GUeX2Q2
Oregon,HB2037,Relating to participation in athletics according to biological sex.,Sports Ban: K12 / Sports Ban: Colleges,Civil: Liability,2025-06-27,In committee upon adjournment.,Low,Safest,,https://legiscan.com/OR/bill/HB2037/2025,"Boomer Wright, Emily McIntire, Bobby Levy, Court Boice, Ed  Diehl, Darin Harbick, Virgle Osborne, Mark Owens, Werner Reschke, Gregory Smith, Shelly Boshart Davis, Jeff Helfrich, Cyrus Javadi, Dwayne Yunker, Kim Thatcher",,"H 2025-01-13 First reading. Referred to Speaker's desk., H 2025-01-17 Referred to Education., H 2025-06-05 Motion to withdraw from Education failed. Ayes, 22; Nays, 32--Andersen, Bowman, Chotzen, Dobson, Evans, Fragala, Gamba, Gomberg, Grayber, Hartman, Helm, Hudson, Isadore, Kropf, Levy E, Lively, Marsh, McDonald, McLain, Munoz, Nathanson, Nguyen D, Nosse, Pham H, Ruiz, Sanchez, Sosa, Tran, Valderrama, Walters, Watanabe, Speaker Fahey; Excused, 5--Chaichi, Levy B, Nelson, Nguyen H, Wallan., H 2025-06-27 In committee upon adjournment..... see more on LegiScan",Failed,d72f8345163d0b8d2b5a6342f8f21c43,1914503,https://olis.oregonlegislature.gov/liz/2025R1/Downloads/MeasureDocument/HB2037/Introduced,,Y,,Y,Y,Biological Sex / Binary Sex / Birth Certificate / Anatomy / Genitalia / Hormones / Genetics,CqvUVrwLzVc8Z1yDQY9uFr
Oregon,HB2308,Relating to parental control filters for consumer products that enable access to the Internet.,Censorship: Online Obscenity,,2025-06-27,In committee upon adjournment.,Low,Safest,,https://legiscan.com/OR/bill/HB2308/2025,"Kevin Mannix, Emily McIntire",,"H 2025-01-13 First reading. Referred to Speaker's desk., H 2025-01-17 Referred to Commerce and Consumer Protection., H 2025-06-27 In committee upon adjournment..... see more on LegiScan",Failed,fccdc0b582cbac2de16876a19832c386,1913946,https://olis.oregonlegislature.gov/liz/2025R1/Downloads/MeasureDocument/HB2308/Introduced,,,,Y,,None,FQ8sxBx2PxKKHbVrP7Rjdg
